,#,host/name,direction,2s,10s,40s,cumulative,t,cumulative_parsed,t_parsed
215,,l03236.mshome.net,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-11-24-15-00-44,432,2023-11-24 15:00:44
216,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-00-44,0,2023-11-24 15:00:44
217,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-00-44,154,2023-11-24 15:00:44
218,1,172.30.74.51,=>,50.6Kb,50.6Kb,50.6Kb,12.7KB,2023-11-24-15-04-29,12700,2023-11-24 15:04:29
219,,52.219.46.16,<=,14.2Mb,14.2Mb,14.2Mb,3.54MB,2023-11-24-15-04-29,3540000,2023-11-24 15:04:29
220,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-04-29,99,2023-11-24 15:04:29
221,,172.30.64.1,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-04-29,284,2023-11-24 15:04:29
222,1,172.30.74.51,=>,132Kb,132Kb,132Kb,33.1KB,2023-11-24-15-07-27,33100,2023-11-24 15:07:27
223,,s3-r-w.eu-central-1.amazonaws.com,<=,22.6Mb,22.6Mb,22.6Mb,5.66MB,2023-11-24-15-07-27,5660000,2023-11-24 15:07:27
224,2,172.30.74.51,=>,848b,848b,848b,212B,2023-11-24-15-07-27,212,2023-11-24 15:07:27
225,,l03236.mshome.net,<=,1.14Kb,1.14Kb,1.14Kb,291B,2023-11-24-15-07-27,291,2023-11-24 15:07:27
226,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-07-27,0,2023-11-24 15:07:27
227,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-07-27,154,2023-11-24 15:07:27
228,1,172.30.74.51,=>,74.0Kb,74.0Kb,74.0Kb,18.5KB,2023-11-24-14-56-13,18500,2023-11-24 14:56:13
229,,3.5.137.114,<=,12.7Mb,12.7Mb,12.7Mb,3.18MB,2023-11-24-14-56-13,3180000,2023-11-24 14:56:13
230,2,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-14-56-13,40,2023-11-24 14:56:13
231,,52.219.140.58,<=,284b,284b,284b,71B,2023-11-24-14-56-13,71,2023-11-24 14:56:13
232,1,172.30.74.51,=>,56.2Kb,56.2Kb,56.2Kb,14.0KB,2023-11-24-15-06-52,14000,2023-11-24 15:06:52
233,,s3-r-w.eu-central-1.amazonaws.com,<=,11.6Mb,11.6Mb,11.6Mb,2.89MB,2023-11-24-15-06-52,2890000,2023-11-24 15:06:52
234,2,172.30.74.51,=>,400b,400b,400b,100B,2023-11-24-15-06-52,100,2023-11-24 15:06:52
235,,172.30.64.1,<=,576b,576b,576b,144B,2023-11-24-15-06-52,144,2023-11-24 15:06:52
236,1,172.30.74.51,=>,125Kb,125Kb,125Kb,31.3KB,2023-11-24-15-08-42,31300,2023-11-24 15:08:42
237,,s3-r-w.eu-central-1.amazonaws.com,<=,24.7Mb,24.7Mb,24.7Mb,6.17MB,2023-11-24-15-08-42,6170000,2023-11-24 15:08:42
238,2,172.30.74.51,=>,1.16Kb,1.16Kb,1.16Kb,296B,2023-11-24-15-08-42,296,2023-11-24 15:08:42
239,,l03236.mshome.net,<=,1.62Kb,1.62Kb,1.62Kb,415B,2023-11-24-15-08-42,415,2023-11-24 15:08:42
240,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-08-42,0,2023-11-24 15:08:42
241,,l03236.mshome.net,<=,936b,936b,936b,234B,2023-11-24-15-08-42,234,2023-11-24 15:08:42
242,1,172.30.74.51,=>,81.0Kb,81.0Kb,81.0Kb,20.3KB,2023-11-24-14-58-40,20300,2023-11-24 14:58:40
243,,3.5.137.114,<=,10.8Mb,10.8Mb,10.8Mb,2.71MB,2023-11-24-14-58-40,2710000,2023-11-24 14:58:40
244,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-14-58-40,198,2023-11-24 14:58:40
245,,172.30.64.1,<=,1.61Kb,1.61Kb,1.61Kb,412B,2023-11-24-14-58-40,412,2023-11-24 14:58:40
246,3,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-14-58-40,0,2023-11-24 14:58:40
247,,172.30.64.1,<=,812b,812b,812b,203B,2023-11-24-14-58-40,203,2023-11-24 14:58:40
248,1,172.30.74.51,=>,129Kb,129Kb,129Kb,32.2KB,2023-11-24-15-11-38,32200,2023-11-24 15:11:38
249,,s3-r-w.eu-central-1.amazonaws.com,<=,21.3Mb,21.3Mb,21.3Mb,5.33MB,2023-11-24-15-11-38,5330000,2023-11-24 15:11:38
250,2,172.30.74.51,=>,60.3Kb,60.3Kb,60.3Kb,15.1KB,2023-11-24-15-11-38,15100,2023-11-24 15:11:38
251,,s3-r-w.eu-central-1.amazonaws.com,<=,7.15Mb,7.15Mb,7.15Mb,1.79MB,2023-11-24-15-11-38,1790000,2023-11-24 15:11:38
252,3,172.30.74.51,=>,1.80Kb,1.80Kb,1.80Kb,462B,2023-11-24-15-11-38,462,2023-11-24 15:11:38
253,,l03236.mshome.net,<=,3.29Kb,3.29Kb,3.29Kb,841B,2023-11-24-15-11-38,841,2023-11-24 15:11:38
254,4,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-11-38,0,2023-11-24 15:11:38
255,,l03236.mshome.net,<=,628b,628b,628b,157B,2023-11-24-15-11-38,157,2023-11-24 15:11:38
256,1,172.30.74.51,=>,44.8Kb,44.8Kb,44.8Kb,11.2KB,2023-11-24-15-11-08,11200,2023-11-24 15:11:08
257,,s3-w.eu-central-1.amazonaws.com,<=,2.98Mb,2.98Mb,2.98Mb,763KB,2023-11-24-15-11-08,763000,2023-11-24 15:11:08
258,2,172.30.74.51,=>,320b,320b,320b,80B,2023-11-24-15-11-08,80,2023-11-24 15:11:08
259,,s3-w.eu-central-1.amazonaws.com,<=,7.16Kb,7.16Kb,7.16Kb,1.79KB,2023-11-24-15-11-08,1790,2023-11-24 15:11:08
260,3,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-15-11-08,40,2023-11-24 15:11:08
261,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-15-11-08,40,2023-11-24 15:11:08
262,1,172.30.74.51,=>,111Kb,111Kb,111Kb,27.8KB,2023-11-24-15-03-19,27800,2023-11-24 15:03:19
263,,s3-r-w.eu-central-1.amazonaws.com,<=,23.3Mb,23.3Mb,23.3Mb,5.84MB,2023-11-24-15-03-19,5840000,2023-11-24 15:03:19
264,2,172.30.74.51,=>,1.22Kb,1.22Kb,1.22Kb,312B,2023-11-24-15-03-19,312,2023-11-24 15:03:19
265,,l03236.mshome.net,<=,2.23Kb,2.23Kb,2.23Kb,571B,2023-11-24-15-03-19,571,2023-11-24 15:03:19
266,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-03-19,0,2023-11-24 15:03:19
267,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-03-19,77,2023-11-24 15:03:19
268,1,172.30.74.51,=>,120Kb,120Kb,120Kb,30.0KB,2023-11-24-14-57-38,30000,2023-11-24 14:57:38
269,,s3-r-w.eu-central-1.amazonaws.com,<=,23.1Mb,23.1Mb,23.1Mb,5.78MB,2023-11-24-14-57-38,5780000,2023-11-24 14:57:38
270,2,172.30.74.51,=>,1.34Kb,1.34Kb,1.34Kb,343B,2023-11-24-14-57-38,343,2023-11-24 14:57:38
271,,l03236.mshome.net,<=,2.75Kb,2.75Kb,2.75Kb,704B,2023-11-24-14-57-38,704,2023-11-24 14:57:38
272,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-57-38,0,2023-11-24 14:57:38
273,,l03236.mshome.net,<=,1.23Kb,1.23Kb,1.23Kb,314B,2023-11-24-14-57-38,314,2023-11-24 14:57:38
274,1,172.30.74.51,=>,150Kb,150Kb,150Kb,37.5KB,2023-11-24-14-55-35,37500,2023-11-24 14:55:35
275,,s3-r-w.eu-central-1.amazonaws.com,<=,27.5Mb,27.5Mb,27.5Mb,6.87MB,2023-11-24-14-55-35,6870000,2023-11-24 14:55:35
276,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-14-55-35,339,2023-11-24 14:55:35
277,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-14-55-35,284,2023-11-24 14:55:35
278,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-55-35,0,2023-11-24 14:55:35
279,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-55-35,154,2023-11-24 14:55:35
280,4,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-14-55-35,0,2023-11-24 14:55:35
281,,l03236.mshome.net,<=,612b,612b,612b,153B,2023-11-24-14-55-35,153,2023-11-24 14:55:35
282,1,172.30.74.51,=>,65.6Kb,65.6Kb,65.6Kb,16.4KB,2023-11-24-15-02-02,16400,2023-11-24 15:02:02
283,,3.5.137.114,<=,12.8Mb,12.8Mb,12.8Mb,3.19MB,2023-11-24-15-02-02,3190000,2023-11-24 15:02:02
284,1,172.30.74.51,=>,65.2Kb,65.2Kb,65.2Kb,16.3KB,2023-11-24-15-06-30,16300,2023-11-24 15:06:30
285,,s3-r-w.eu-central-1.amazonaws.com,<=,10.6Mb,10.6Mb,10.6Mb,2.66MB,2023-11-24-15-06-30,2660000,2023-11-24 15:06:30
286,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-06-30,198,2023-11-24 15:06:30
287,,172.30.64.1,<=,1.61Kb,1.61Kb,1.61Kb,411B,2023-11-24-15-06-30,411,2023-11-24 15:06:30
288,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-06-30,0,2023-11-24 15:06:30
289,,172.30.64.1,<=,624b,624b,624b,156B,2023-11-24-15-06-30,156,2023-11-24 15:06:30
290,1,172.30.74.51,=>,115Kb,115Kb,115Kb,28.8KB,2023-11-24-15-04-22,28800,2023-11-24 15:04:22
291,,s3-r-w.eu-central-1.amazonaws.com,<=,22.9Mb,22.9Mb,22.9Mb,5.72MB,2023-11-24-15-04-22,5720000,2023-11-24 15:04:22
292,2,172.30.74.51,=>,1.21Kb,1.21Kb,1.21Kb,311B,2023-11-24-15-04-22,311,2023-11-24 15:04:22
293,,l03236.mshome.net,<=,1.67Kb,1.67Kb,1.67Kb,427B,2023-11-24-15-04-22,427,2023-11-24 15:04:22
294,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-04-22,0,2023-11-24 15:04:22
295,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-04-22,77,2023-11-24 15:04:22
296,1,172.30.74.51,=>,57.4Kb,57.4Kb,57.4Kb,14.4KB,2023-11-24-15-10-40,14400,2023-11-24 15:10:40
297,,s3-w.eu-central-1.amazonaws.com,<=,786Kb,786Kb,786Kb,197KB,2023-11-24-15-10-40,197000,2023-11-24 15:10:40
298,2,239.255.255.250,=>,0b,0b,0b,0B,2023-11-24-15-10-40,0,2023-11-24 15:10:40
299,,172.30.64.1,<=,812b,812b,812b,203B,2023-11-24-15-10-40,203,2023-11-24 15:10:40
300,1,172.30.74.51,=>,122Kb,122Kb,122Kb,30.4KB,2023-11-24-15-09-48,30400,2023-11-24 15:09:48
301,,s3-r-w.eu-central-1.amazonaws.com,<=,28.5Mb,28.5Mb,28.5Mb,7.12MB,2023-11-24-15-09-48,7120000,2023-11-24 15:09:48
302,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,341B,2023-11-24-15-09-48,341,2023-11-24 15:09:48
303,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-09-48,426,2023-11-24 15:09:48
304,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-09-48,0,2023-11-24 15:09:48
305,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-09-48,77,2023-11-24 15:09:48
306,1,172.30.74.51,=>,162Kb,162Kb,162Kb,40.4KB,2023-11-24-14-58-34,40400,2023-11-24 14:58:34
307,,s3-r-w.eu-central-1.amazonaws.com,<=,20.1Mb,20.1Mb,20.1Mb,5.02MB,2023-11-24-14-58-34,5020000,2023-11-24 14:58:34
308,2,172.30.74.51,=>,564b,564b,564b,141B,2023-11-24-14-58-34,141,2023-11-24 14:58:34
309,,l03236.mshome.net,<=,564b,564b,564b,141B,2023-11-24-14-58-34,141,2023-11-24 14:58:34
310,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-58-34,0,2023-11-24 14:58:34
311,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-14-58-34,77,2023-11-24 14:58:34
312,1,172.30.74.51,=>,119Kb,119Kb,119Kb,29.7KB,2023-11-24-14-57-51,29700,2023-11-24 14:57:51
313,,s3-r-w.eu-central-1.amazonaws.com,<=,28.7Mb,28.7Mb,28.7Mb,7.17MB,2023-11-24-14-57-51,7170000,2023-11-24 14:57:51
314,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-14-57-51,409,2023-11-24 14:57:51
315,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,425B,2023-11-24-14-57-51,425,2023-11-24 14:57:51
316,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-57-51,0,2023-11-24 14:57:51
317,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-57-51,154,2023-11-24 14:57:51
318,1,172.30.74.51,=>,160b,160b,160b,40B,2023-11-24-14-56-01,40,2023-11-24 14:56:01
319,,s3-w.eu-central-1.amazonaws.com,<=,160b,160b,160b,40B,2023-11-24-14-56-01,40,2023-11-24 14:56:01
320,1,172.30.74.51,=>,142Kb,142Kb,142Kb,35.6KB,2023-11-24-14-58-24,35600,2023-11-24 14:58:24
321,,s3-r-w.eu-central-1.amazonaws.com,<=,20.4Mb,20.4Mb,20.4Mb,5.10MB,2023-11-24-14-58-24,5100000,2023-11-24 14:58:24
322,2,172.30.74.51,=>,1.32Kb,1.32Kb,1.32Kb,339B,2023-11-24-14-58-24,339,2023-11-24 14:58:24
323,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-14-58-24,426,2023-11-24 14:58:24
324,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-14-58-24,0,2023-11-24 14:58:24
325,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-14-58-24,154,2023-11-24 14:58:24
326,1,172.30.74.51,=>,122Kb,122Kb,122Kb,30.4KB,2023-11-24-15-06-01,30400,2023-11-24 15:06:01
327,,s3-r-w.eu-central-1.amazonaws.com,<=,23.2Mb,23.2Mb,23.2Mb,5.79MB,2023-11-24-15-06-01,5790000,2023-11-24 15:06:01
328,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-06-01,340,2023-11-24 15:06:01
329,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-06-01,426,2023-11-24 15:06:01
330,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-06-01,0,2023-11-24 15:06:01
331,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-06-01,77,2023-11-24 15:06:01
332,1,172.30.74.51,=>,123Kb,123Kb,123Kb,30.7KB,2023-11-24-15-09-22,30700,2023-11-24 15:09:22
333,,s3-r-w.eu-central-1.amazonaws.com,<=,26.2Mb,26.2Mb,26.2Mb,6.55MB,2023-11-24-15-09-22,6550000,2023-11-24 15:09:22
334,2,172.30.74.51,=>,1.61Kb,1.61Kb,1.61Kb,411B,2023-11-24-15-09-22,411,2023-11-24 15:09:22
335,,l03236.mshome.net,<=,2.23Kb,2.23Kb,2.23Kb,571B,2023-11-24-15-09-22,571,2023-11-24 15:09:22
336,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-09-22,0,2023-11-24 15:09:22
337,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-09-22,77,2023-11-24 15:09:22
338,1,172.30.74.51,=>,92.4Kb,92.4Kb,92.4Kb,23.1KB,2023-11-24-15-03-51,23100,2023-11-24 15:03:51
339,,52.219.46.16,<=,24.9Mb,24.9Mb,24.9Mb,6.22MB,2023-11-24-15-03-51,6220000,2023-11-24 15:03:51
340,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-03-51,340,2023-11-24 15:03:51
341,,172.30.64.1,<=,2.23Kb,2.23Kb,2.23Kb,570B,2023-11-24-15-03-51,570,2023-11-24 15:03:51
342,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-03-51,0,2023-11-24 15:03:51
343,,172.30.64.1,<=,1.23Kb,1.23Kb,1.23Kb,316B,2023-11-24-15-03-51,316,2023-11-24 15:03:51
344,1,172.30.74.51,=>,84.2Kb,84.2Kb,84.2Kb,21.1KB,2023-11-24-14-58-22,21100,2023-11-24 14:58:22
345,,3.5.137.114,<=,14.2Mb,14.2Mb,14.2Mb,3.54MB,2023-11-24-14-58-22,3540000,2023-11-24 14:58:22
346,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-14-58-22,99,2023-11-24 14:58:22
347,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-14-58-22,142,2023-11-24 14:58:22
348,1,172.30.74.51,=>,141Kb,141Kb,141Kb,35.3KB,2023-11-24-15-06-06,35300,2023-11-24 15:06:06
349,,s3-r-w.eu-central-1.amazonaws.com,<=,26.4Mb,26.4Mb,26.4Mb,6.60MB,2023-11-24-15-06-06,6600000,2023-11-24 15:06:06
350,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-06-06,340,2023-11-24 15:06:06
351,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-06-06,284,2023-11-24 15:06:06
352,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-06-06,0,2023-11-24 15:06:06
353,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-06-06,77,2023-11-24 15:06:06
354,1,172.30.74.51,=>,71.4Kb,71.4Kb,71.4Kb,17.9KB,2023-11-24-14-56-05,17900,2023-11-24 14:56:05
355,,s3-w.eu-central-1.amazonaws.com,<=,2.97Mb,2.97Mb,2.97Mb,759KB,2023-11-24-14-56-05,759000,2023-11-24 14:56:05
356,2,172.30.74.51,=>,24.2Kb,24.2Kb,24.2Kb,6.06KB,2023-11-24-14-56-05,6060,2023-11-24 14:56:05
357,,s3-w.eu-central-1.amazonaws.com,<=,74.5Kb,74.5Kb,74.5Kb,18.6KB,2023-11-24-14-56-05,18600,2023-11-24 14:56:05
358,1,172.30.74.51,=>,99.1Kb,99.1Kb,99.1Kb,24.8KB,2023-11-24-15-05-16,24800,2023-11-24 15:05:16
359,,s3-r-w.eu-central-1.amazonaws.com,<=,26.3Mb,26.3Mb,26.3Mb,6.58MB,2023-11-24-15-05-16,6580000,2023-11-24 15:05:16
360,2,172.30.74.51,=>,1.33Kb,1.33Kb,1.33Kb,340B,2023-11-24-15-05-16,340,2023-11-24 15:05:16
361,,l03236.mshome.net,<=,1.11Kb,1.11Kb,1.11Kb,284B,2023-11-24-15-05-16,284,2023-11-24 15:05:16
362,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-05-16,0,2023-11-24 15:05:16
363,,l03236.mshome.net,<=,616b,616b,616b,154B,2023-11-24-15-05-16,154,2023-11-24 15:05:16
364,1,172.30.74.51,=>,48.1Kb,48.1Kb,48.1Kb,12.0KB,2023-11-24-15-05-23,12000,2023-11-24 15:05:23
365,,52.219.46.16,<=,13.8Mb,13.8Mb,13.8Mb,3.45MB,2023-11-24-15-05-23,3450000,2023-11-24 15:05:23
366,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-05-23,198,2023-11-24 15:05:23
367,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-05-23,426,2023-11-24 15:05:23
368,1,172.30.74.51,=>,120Kb,120Kb,120Kb,30.0KB,2023-11-24-15-03-12,30000,2023-11-24 15:03:12
369,,s3-r-w.eu-central-1.amazonaws.com,<=,20.6Mb,20.6Mb,20.6Mb,5.14MB,2023-11-24-15-03-12,5140000,2023-11-24 15:03:12
370,2,172.30.74.51,=>,1.71Kb,1.71Kb,1.71Kb,439B,2023-11-24-15-03-12,439,2023-11-24 15:03:12
371,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-03-12,426,2023-11-24 15:03:12
372,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-03-12,0,2023-11-24 15:03:12
373,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-03-12,77,2023-11-24 15:03:12
374,1,172.30.74.51,=>,96.4Kb,96.4Kb,96.4Kb,24.1KB,2023-11-24-15-02-46,24100,2023-11-24 15:02:46
375,,s3-r-w.eu-central-1.amazonaws.com,<=,28.9Mb,28.9Mb,28.9Mb,7.24MB,2023-11-24-15-02-46,7240000,2023-11-24 15:02:46
376,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,410B,2023-11-24-15-02-46,410,2023-11-24 15:02:46
377,,l03236.mshome.net,<=,2.82Kb,2.82Kb,2.82Kb,723B,2023-11-24-15-02-46,723,2023-11-24 15:02:46
378,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-02-46,0,2023-11-24 15:02:46
379,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-02-46,77,2023-11-24 15:02:46
380,1,172.30.74.51,=>,47.7Kb,47.7Kb,47.7Kb,11.9KB,2023-11-24-15-05-06,11900,2023-11-24 15:05:06
381,,s3-r-w.eu-central-1.amazonaws.com,<=,11.2Mb,11.2Mb,11.2Mb,2.81MB,2023-11-24-15-05-06,2810000,2023-11-24 15:05:06
382,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-05-06,99,2023-11-24 15:05:06
383,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-05-06,426,2023-11-24 15:05:06
384,1,172.30.74.51,=>,45.6Kb,45.6Kb,45.6Kb,11.4KB,2023-11-24-15-05-38,11400,2023-11-24 15:05:38
385,,52.219.46.16,<=,13.2Mb,13.2Mb,13.2Mb,3.31MB,2023-11-24-15-05-38,3310000,2023-11-24 15:05:38
386,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-05-38,99,2023-11-24 15:05:38
387,,172.30.64.1,<=,2.73Kb,2.73Kb,2.73Kb,699B,2023-11-24-15-05-38,699,2023-11-24 15:05:38
388,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-15-05-38,0,2023-11-24 15:05:38
389,,172.30.64.1,<=,640b,640b,640b,160B,2023-11-24-15-05-38,160,2023-11-24 15:05:38
390,1,172.30.74.51,=>,59.9Kb,59.9Kb,59.9Kb,15.0KB,2023-11-24-15-09-43,15000,2023-11-24 15:09:43
391,,s3-r-w.eu-central-1.amazonaws.com,<=,11.1Mb,11.1Mb,11.1Mb,2.78MB,2023-11-24-15-09-43,2780000,2023-11-24 15:09:43
392,2,172.30.74.51,=>,396b,396b,396b,99B,2023-11-24-15-09-43,99,2023-11-24 15:09:43
393,,172.30.64.1,<=,1.13Kb,1.13Kb,1.13Kb,290B,2023-11-24-15-09-43,290,2023-11-24 15:09:43
394,1,172.30.74.51,=>,80.9Kb,80.9Kb,80.9Kb,20.2KB,2023-11-24-14-55-37,20200,2023-11-24 14:55:37
395,,3.5.139.156,<=,11.0Mb,11.0Mb,11.0Mb,2.76MB,2023-11-24-14-55-37,2760000,2023-11-24 14:55:37
396,2,172.30.74.51,=>,408b,408b,408b,102B,2023-11-24-14-55-37,102,2023-11-24 14:55:37
397,,172.30.64.1,<=,1.69Kb,1.69Kb,1.69Kb,432B,2023-11-24-14-55-37,432,2023-11-24 14:55:37
398,3,224.0.0.251,=>,0b,0b,0b,0B,2023-11-24-14-55-37,0,2023-11-24 14:55:37
399,,172.30.64.1,<=,640b,640b,640b,160B,2023-11-24-14-55-37,160,2023-11-24 14:55:37
400,4,172.30.79.255,=>,0b,0b,0b,0B,2023-11-24-14-55-37,0,2023-11-24 14:55:37
401,,172.30.64.1,<=,288b,288b,288b,72B,2023-11-24-14-55-37,72,2023-11-24 14:55:37
402,1,172.30.74.51,=>,45.8Kb,45.8Kb,45.8Kb,11.4KB,2023-11-24-15-03-44,11400,2023-11-24 15:03:44
403,,52.219.46.16,<=,11.1Mb,11.1Mb,11.1Mb,2.76MB,2023-11-24-15-03-44,2760000,2023-11-24 15:03:44
404,1,172.30.74.51,=>,64.9Kb,64.9Kb,64.9Kb,16.2KB,2023-11-24-15-08-05,16200,2023-11-24 15:08:05
405,,52.219.170.78,<=,10.8Mb,10.8Mb,10.8Mb,2.71MB,2023-11-24-15-08-05,2710000,2023-11-24 15:08:05
406,2,172.30.74.51,=>,792b,792b,792b,198B,2023-11-24-15-08-05,198,2023-11-24 15:08:05
407,,172.30.64.1,<=,1.66Kb,1.66Kb,1.66Kb,426B,2023-11-24-15-08-05,426,2023-11-24 15:08:05
408,1,172.30.74.51,=>,64.6Kb,64.6Kb,64.6Kb,16.2KB,2023-11-24-15-05-21,16200,2023-11-24 15:05:21
409,,52.219.46.16,<=,9.62Mb,9.62Mb,9.62Mb,2.40MB,2023-11-24-15-05-21,2400000,2023-11-24 15:05:21
410,2,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-15-05-21,0,2023-11-24 15:05:21
411,,172.30.64.1,<=,568b,568b,568b,142B,2023-11-24-15-05-21,142,2023-11-24 15:05:21
412,1,172.30.74.51,=>,60.7Kb,60.7Kb,60.7Kb,15.2KB,2023-11-24-15-03-08,15200,2023-11-24 15:03:08
413,,52.219.46.16,<=,13.1Mb,13.1Mb,13.1Mb,3.28MB,2023-11-24-15-03-08,3280000,2023-11-24 15:03:08
414,2,172.30.74.51,=>,0b,0b,0b,0B,2023-11-24-15-03-08,0,2023-11-24 15:03:08
415,,172.30.64.1,<=,576b,576b,576b,144B,2023-11-24-15-03-08,144,2023-11-24 15:03:08
416,1,172.30.74.51,=>,122Kb,122Kb,122Kb,30.4KB,2023-11-24-15-06-49,30400,2023-11-24 15:06:49
417,,s3-r-w.eu-central-1.amazonaws.com,<=,24.6Mb,24.6Mb,24.6Mb,6.15MB,2023-11-24-15-06-49,6150000,2023-11-24 15:06:49
418,2,172.30.74.51,=>,1.23Kb,1.23Kb,1.23Kb,314B,2023-11-24-15-06-49,314,2023-11-24 15:06:49
419,,l03236.mshome.net,<=,1.70Kb,1.70Kb,1.70Kb,435B,2023-11-24-15-06-49,435,2023-11-24 15:06:49
420,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-06-49,0,2023-11-24 15:06:49
421,,l03236.mshome.net,<=,308b,308b,308b,77B,2023-11-24-15-06-49,77,2023-11-24 15:06:49
422,1,172.30.74.51,=>,135Kb,135Kb,135Kb,33.7KB,2023-11-24-15-00-11,33700,2023-11-24 15:00:11
423,,s3-r-w.eu-central-1.amazonaws.com,<=,23.8Mb,23.8Mb,23.8Mb,5.95MB,2023-11-24-15-00-11,5950000,2023-11-24 15:00:11
424,2,172.30.74.51,=>,1.60Kb,1.60Kb,1.60Kb,409B,2023-11-24-15-00-11,409,2023-11-24 15:00:11
425,,l03236.mshome.net,<=,1.66Kb,1.66Kb,1.66Kb,425B,2023-11-24-15-00-11,425,2023-11-24 15:00:11
426,3,mdns.mcast.net,=>,0b,0b,0b,0B,2023-11-24-15-00-11,0,2023-11-24 15:00:11
